"movieid","titre","summary","certificat","duration","poster","directors","writers","stars"
3752,Fous d'Irène,A nice-guy cop with Dissociative Identity Disorder must protect a woman on the run from a corrupt ex-boyfriend and his associates.,Tous publics,"1h 56m",https://m.media-amazon.com/images/M/MV5BMzFlYjU5NzItOGFiZS00MGIwLTk2ZmMtMjQwMmYxNDBiYWIxXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_FMjpg_UX800_.jpg,Bobby Farrelly|Peter Farrelly,Peter Farrelly|Mike Cerrone|Bobby Farrelly,Jim Carrey|Renée Zellweger|Anthony Anderson
55,Georgia,Sadie is desperately looking up to her older sister Georgia who is a famous C&W artist. Her desperate need to be accepted by her sister is constantly complicated by her drug and alcohol problems.,Tous publics,"1h 55m",https://m.media-amazon.com/images/M/MV5BMDQyMmIxNTItZDljZS00MTcwLWE2MzAtYjUwMTkxMmU2MWJmXkEyXkFqcGdeQXVyMTUzMTEwMzA2._V1_FMjpg_UY720_.jpg,Ulu Grosbard,Barbara Turner,Jennifer Jason Leigh|Mare Winningham|Ted Levine
1037,Le Cobaye,A simple man is turned into a genius through the application of computer science.,Tous publics,"1h 48m",https://m.media-amazon.com/images/M/MV5BMjE4NmRiZWMtZjdjMi00OTk4LTgyYmMtMzE2MzFjNjllNjE2XkEyXkFqcGdeQXVyMTQyMTMwOTk0._V1_FMjpg_UX300_.jpg,Brett Leonard,Stephen King|Brett Leonard|Gimel Everett,Jeff Fahey|Pierce Brosnan|Jenny Wright
7307,La Chair et le Sang,"In medieval Europe, a young girl from a noble family is obsessed with her captors - commoners.","12","2h 6m",https://m.media-amazon.com/images/M/MV5BNWI0NWQ2MzQtODliNy00ZGFlLWExY2UtOTdjZGZiN2FkMGQ5XkEyXkFqcGdeQXVyNzMzMjU5NDY@._V1_FMjpg_UX592_.jpg,Paul Verhoeven,Gerard Soeteman|Paul Verhoeven,Rutger Hauer|Jennifer Jason Leigh|Tom Burlinson
95135,"Ma meilleure amie, sa soeur et moi",Iris invites her friend Jack to stay at her family's island getaway after his brother's death. Jack's drunken encounter with Iris' sister Hannah at their remote cabin kicks off a revealing stretch of days.,R,"1h 30m",https://m.media-amazon.com/images/M/MV5BYjhjYzdkYWQtNzIyZC00NWMxLTgwNjItNzBlZGJkMWJiYzgyXkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_FMjpg_UX400_.jpg,Lynn Shelton,Lynn Shelton,Mark Duplass|Emily Blunt|Rosemarie DeWitt
3096,Mon homme Godfrey,"The spoiled daughter of a rich American family hires as butler an Austrian vagrant she finds on a pier, without knowing that he illegally jumped ship.",Tous publics,"1h 32m",https://m.media-amazon.com/images/M/MV5BZWRkMDQyMmMtNjQ4Mi00OGU3LTkzN2MtZWFhZDY1YTc5NjRiXkEyXkFqcGdeQXVyNzEzMDAyNTI@._V1_FMjpg_UY720_.jpg,Henry Koster,Eric Hatch|Peter Berneis|William Bowers,June Allyson|David Niven|Jessie Royce Landis
1677,Critical Care,A hospital resident is put in the middle of a legal battle between two half-sisters on whether to pull their comatose dad's life support. But more seems to be at stake than dad's life - his inheritance.,R,"1h 47m",https://m.media-amazon.com/images/M/MV5BNjQ1ZGRkZmQtNWI3MS00MDRiLTg0ZWUtOTRlYmRmYWU2YjVmXkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_FMjpg_UX657_.jpg,Sidney Lumet,Richard Dooling|Steven Schwartz,James Spader|Kyra Sedgwick|Helen Mirren
150596,The Husbands of River Song,"When a crashed spaceship calls upon the Doctor for help, he finds himself recruited into River Song's squad and hurled into a chase across the galaxy.",TV-PG,"56m",https://m.media-amazon.com/images/M/MV5BNDBiOWIyOWUtMTAxZC00MWM2LTk2NzktZTk0ODFhYTY5MDQyXkEyXkFqcGdeQXVyMTEzNjA2NzM@._V1_FMjpg_UX1280_.jpg,Douglas Mackinnon,Steven Moffat|Sydney Newman|Toby Whithouse,Peter Capaldi|Alex Kingston|Matt Lucas
81845,Le discours d'un roi,"The story of King George VI, his unexpected ascension to the throne of the British Empire in 1936, and the speech therapist who helped the unsure monarch overcome his stammer.",Tous publics,"1h 58m",https://m.media-amazon.com/images/M/MV5BM2UwNWFmYTgtNWUzYy00MzkwLTgxNjktNzhhOTA5YTgwOTVhXkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_FMjpg_UY720_.jpg,Tom Hooper,David Seidler,Colin Firth|Geoffrey Rush|Helena Bonham Carter
85025,L'Aigle de la Neuvième Légion,"In Roman-ruled Britain, a young Roman soldier endeavors to honor his father's memory by finding his lost legion's golden emblem.",Tous publics,"1h 54m",https://m.media-amazon.com/images/M/MV5BMTY1MjYwNTQ4Ml5BMl5BanBnXkFtZTcwMjYwNzAxNA@@._V1_FMjpg_UY720_.jpg,Kevin Macdonald,Jeremy Brock|Rosemary Sutcliff,Channing Tatum|Jamie Bell|Donald Sutherland
8774,La Femme en vert,"Sherlock Holmes investigates when young women around London turn up murdered, each with a finger severed. Scotland Yard suspects a madman, but Holmes believes the killings to be part of a diabolical plot.",Tous publics,"1h 8m",https://m.media-amazon.com/images/M/MV5BZTBmZDI3ZmEtNDRlYy00NTg3LTljNmMtYzBiYjg5ZmYzNzg4XkEyXkFqcGdeQXVyNTUyMTMyMDg@._V1_FMjpg_UX851_.jpg,Roy William Neill,Bertram Millhauser|Arthur Conan Doyle,Basil Rathbone|Nigel Bruce|Hillary Brooke
8718,La fosse aux serpents,A detailed chronicle of a woman during her stay in a mental institution.,Tous publics,"1h 48m",https://m.media-amazon.com/images/M/MV5BMDg2MzU3NWYtM2QzZC00YzYzLThlZTYtNmVjYmY0Zjc3YzBiXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_FMjpg_UX1280_.jpg,Anatole Litvak,Frank Partos|Millen Brand|Mary Jane Ward,Olivia de Havilland|Mark Stevens|Leo Genn
7708,Fantasmes,"A hapless loser sells his soul to the Devil in exchange for seven wishes, but has trouble winning over the girl of his dreams.",Tous publics,"1h 43m",https://m.media-amazon.com/images/M/MV5BNmUyZWU0MzEtYmViZS00ZDBlLTg1M2ItMWI5NmYzNTU4ODBiXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_FMjpg_UX980_.jpg,Stanley Donen,Peter Cook|Dudley Moore,Peter Cook|Dudley Moore|Eleanor Bron
1791,L'heure magique,"A retired detective accepts a simple task, unaware that it will tear open old, forgotten, but deadly wounds.",Tous publics,"1h 34m",https://m.media-amazon.com/images/M/MV5BM2UzOWUzNDYtNjkyNy00ZTBhLTkzYmQtZGE4YjZkNjAxZDdhXkEyXkFqcGdeQXVyMTIzMzQ1ODg4._V1_FMjpg_UX440_.jpg,Robert Benton,Robert Benton|Richard Russo,Paul Newman|Susan Sarandon|Gene Hackman
1016,Quelle vie de chien!,A teenage boy is cursed with periodically turning into a sheepdog.,Tous publics,"1h 44m",https://m.media-amazon.com/images/M/MV5BNTU1ZDMyM2UtMzAzOC00ZmQxLTg1YjktMzhkZjRlMDg0ZTY1XkEyXkFqcGdeQXVyOTc5MDI5NjE@._V1_FMjpg_UX600_.jpg,Charles Barton,Bill Walsh|Lillie Hayward|Felix Salten,Fred MacMurray|Jean Hagen|Tommy Kirk
131610,Willy/Milly,"Tomboy Milly wishes to be a boy as she's tired of her mom pushing girly stuff on her and boys are freer. After an eclipse, s/he wakes up with a willy. He gets a haircut and starts at a new school as Willy.",PG-13,"1h 26m",https://m.media-amazon.com/images/M/MV5BZDdjMWQyODEtY2E2NC00ZDBhLWEwYjUtZjZmZmI1MTc5OTI5XkEyXkFqcGdeQXVyNTc0NjY1ODk@._V1_FMjpg_UX720_.jpg,Paul Schneider,Alan Friedman|Walter Carbone|Carla Reuben,Pamela Adlon|Patty Duke|Eric Gurry
55492,The Last Winter,"Sent to evaluate the environmental impact of oil drilling in the Arctic, James Hoffman clashes with the drilling crew's chief, who wants to get the job done.",Not Rated,"1h 41m",https://m.media-amazon.com/images/M/MV5BZjFjNDQyMWItMzM1OC00N2YzLWJhYmQtMjU3NGQ3MTRhNGVkXkEyXkFqcGdeQXVyMTUyMjEyMjMx._V1_FMjpg_UX992_.jpg,Larry Fessenden,Larry Fessenden|Robert Leaver,Ron Perlman|James Le Gros|Connie Britton
5836,La péniche du bonheur,"A widower, his three young children, and an Italian nanny get to know each other better when circumstances have them living together aboard a badly neglected houseboat.",Tous publics,"1h 50m",https://m.media-amazon.com/images/M/MV5BOWY2ZDg5YjItNjNhZi00ZWZjLWI2OTktMzkyZGU1OGQwZWJmXkEyXkFqcGdeQXVyNzA4ODc3ODU@._V1_FMjpg_UX806_.jpg,Melville Shavelson,Melville Shavelson|Jack Rose|Betsy Drake,Cary Grant|Sophia Loren|Martha Hyer
71468,Ink,"A mysterious creature, known as Ink, steals a child's soul in hopes of using it as a bargaining chip to join the Incubi - the group of supernatural beings responsible for creating nightmares.",Not Rated,"1h 47m",https://m.media-amazon.com/images/M/MV5BYzNiZmM0YTItYjg3MS00NjdkLThiNzctMDlmNTViMDVkMmU5XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_FMjpg_UX375_.jpg,Jamin Winans,Jamin Winans,Christopher Soren Kelly|Quinn Hunchar|Jessica Duffy
107702,Match retour,"A pair of aging boxing rivals are coaxed out of retirement to fight one final bout, thirty years after their last match.",Tous publics,"1h 53m",https://m.media-amazon.com/images/M/MV5BMTY3NTkxMTgzNV5BMl5BanBnXkFtZTgwNjg0MzE2MDE@._V1_FMjpg_UY720_.jpg,Peter Segal,Tim Kelleher|Rodney Rothman,Robert De Niro|Sylvester Stallone|Kim Basinger
37741,Truman Capote,"In 1959, Truman Capote learns of the murder of a Kansas family and decides to write a book about the case. While researching for his novel In Cold Blood, Capote forms a relationship with one of the killers, Perry Smith, who is on death row.",Tous publics,"1h 54m",https://m.media-amazon.com/images/M/MV5BOTA2NDEzOTgtZWRlOC00NDgyLTlmNTYtYjBjNTUzNDUwY2NmXkEyXkFqcGdeQXVyMDAyMTY3Nw@@._V1_FMjpg_UX580_.jpg,Bennett Miller,Dan Futterman|Gerald Clarke,Philip Seymour Hoffman|Clifton Collins Jr.|Catherine Keener
1178,Les Sentiers de la gloire,"After a failed attack on a German position, a general orders three soldiers, chosen at random, court-martialed for cowardice and their commanding officer must defend them.",(Banned),"1h 28m",https://m.media-amazon.com/images/M/MV5BNTk1Y2FjYmQtMjI5My00ZGM2LWE5MGMtMDE4ZjU5MzcwM2FhXkEyXkFqcGdeQXVyMTIzMzQ1ODg4._V1_FMjpg_UY720_.jpg,Stanley Kubrick,Stanley Kubrick|Calder Willingham|Jim Thompson,Kirk Douglas|Ralph Meeker|Adolphe Menjou
2146,St. Elmo's Fire,"A group of friends, just out of college, struggle with adulthood.",Tous publics,"1h 50m",https://m.media-amazon.com/images/M/MV5BOTFlOTYyZjktZWRlZi00MjJmLTkzOTItNDg3NDVhNWE4ZjBiXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_FMjpg_UY720_.jpg,Joel Schumacher,Joel Schumacher|Carl Kurlander,Demi Moore|Rob Lowe|Andrew McCarthy
4478,Biloxi Blues,"A group of young recruits go through boot camp during the Second World War in Biloxi, Mississippi. From the play by Neil Simon.",Tous publics,"1h 46m",https://m.media-amazon.com/images/M/MV5BMmMzZGU5ODgtMGNmNS00ZjkwLTk4MWQtOGY3YzI2YTRhZTgyXkEyXkFqcGdeQXVyNzgwNDExNTg@._V1_FMjpg_UY720_.jpg,Mike Nichols,Neil Simon,Matthew Broderick|Christopher Walken|Matt Mulhern
110350,Free to Play,"Follow three professional video game players as they overcome personal adversity, family pressures, and the realities of life to compete in a $1,000,000 tournament that could change their lives forever.","2014","1h 15m",https://m.media-amazon.com/images/M/MV5BMTg2NDQxNjM2Ml5BMl5BanBnXkFtZTgwNzY0ODIzMDE@._V1_FMjpg_UX1280_.jpg,Valve,"",Benedict Lim|Clinton Loomis|Danil Ishutin
2525,L'Incroyable Alligator,"A pet baby alligator is flushed down a toilet and survives in the city sewers. Twelve years later, it grows to an enormous size thanks to a diet of discarded laboratory dogs injected with growth hormones. Now, humans have entered the menu.","13","1h 31m",https://m.media-amazon.com/images/M/MV5BNDY1MmYwOGYtNjk1Mi00NmM5LThkYzctNjY5MTRiMTE3NGUxXkEyXkFqcGdeQXVyMjY3MjUzNDk@._V1_FMjpg_UX560_.jpg,Lewis Teague,John Sayles|Frank Ray Perilli,Robert Forster|Robin Riker|Michael V. Gazzo
58876,Stop-Loss,"A veteran soldier returns from his completed tour of duty in Iraq, only to find his life turned upside down when he is arbitrarily ordered to return to field duty by the Army.",R,"1h 52m",https://m.media-amazon.com/images/M/MV5BMjE3Mzk0NDU4NV5BMl5BanBnXkFtZTcwMDMzMDc3MQ@@._V1_FMjpg_UX365_.jpg,Kimberly Peirce,Mark Richard|Kimberly Peirce,Ryan Phillippe|Abbie Cornish|Joseph Gordon-Levitt
8947,The Grudge,"An American nurse living and working in Tokyo is exposed to a mysterious supernatural curse, one that locks a person in a powerful rage before claiming their life and spreading to another victim.","12","1h 31m",https://m.media-amazon.com/images/M/MV5BMjIxODg1Nzc3NF5BMl5BanBnXkFtZTcwMjM0MjEzMw@@._V1_FMjpg_UY720_.jpg,Takashi Shimizu,Stephen Susco|Takashi Shimizu,Sarah Michelle Gellar|Jason Behr|Clea DuVall
938,Gigi,"Weary of the conventions of Parisian society, a rich playboy and a youthful courtesan-in-training enjoy a platonic friendship which may not stay platonic for long.",Tous publics,"1h 55m",https://m.media-amazon.com/images/M/MV5BZjIxMzE3MTktZWRlMi00ZDdjLWJmMDctNDk2ZTdlMzM2ODVlXkEyXkFqcGdeQXVyMTU3NDU4MDg2._V1_FMjpg_UX1000_.jpg,Vincente Minnelli|Charles Walters,Alan Jay Lerner|Colette|Niven Busch,Leslie Caron|Maurice Chevalier|Louis Jourdan
3655,La grande bouffe,A group of men go to a villa in the French countryside where they resolve to eat themselves to death.,"16","2h 10m",https://m.media-amazon.com/images/M/MV5BYTk5ZGRkNWYtOTQ2Mi00ZGMxLTkxOGMtYjAxNzBiOTM0MmZkXkEyXkFqcGdeQXVyMzQyMDgzOTU@._V1_FMjpg_UY720_.jpg,Marco Ferreri,Marco Ferreri|Rafael Azcona|Francis Blanche,Marcello Mastroianni|Michel Piccoli|Philippe Noiret
88672,Our Idiot Brother,A comedy centered on an idealist who barges into the lives of his three sisters.,R,"1h 30m",https://m.media-amazon.com/images/M/MV5BMTg2ODYyNTIyOV5BMl5BanBnXkFtZTcwODk4MDI3NQ@@._V1_FMjpg_UX1280_.jpg,Jesse Peretz,Jesse Peretz|Evgenia Peretz|David Schisgall,Paul Rudd|Elizabeth Banks|Zooey Deschanel
61262,Mirrors,An ex-cop and his family are the target of an evil force that is using mirrors as a gateway into their home.,"12","1h 50m",https://m.media-amazon.com/images/M/MV5BNDM5MjczYzItMTUwZS00YmQ3LWI4NDEtMDczMGUyNDA2YTZlXkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_FMjpg_UX441_.jpg,Alexandre Aja,Alexandre Aja|Grégory Levasseur|Sung-ho Kim,Kiefer Sutherland|Paula Patton|Amy Smart
4847,À ma soeur!,Two sisters confront their sexual attitudes and experiences while on a family holiday.,"12","1h 35m",https://m.media-amazon.com/images/M/MV5BY2ZlYTBjMDYtYTI3Ny00OGNjLWFmNmItNGE5NTY1MDQ4ZDlkXkEyXkFqcGdeQXVyNTc0NjY1ODk@._V1_FMjpg_UX656_.jpg,Catherine Breillat,Catherine Breillat,Anaïs Reboux|Roxane Mesquida|Libero De Rienzo
113159,Life After Beth,"A young man's recently deceased girlfriend mysteriously returns from the dead, but he slowly realizes she is not the way he remembered her.",R,"1h 29m",https://m.media-amazon.com/images/M/MV5BNTJiYzY5ODAtNWJkNy00YjVmLWEwODMtNWY1YTYyOTNjYzhiXkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_FMjpg_UX1024_.jpg,Jeff Baena,Jeff Baena,Aubrey Plaza|Dane DeHaan|John C. Reilly
2769,The Yards,"Ex-con Leo tries to go straight, but his plans are derailed after reuniting with his old crew and a well-connected railway contractor.",Tous publics,"1h 55m",https://m.media-amazon.com/images/M/MV5BMTIwNjA2NDQ3Nl5BMl5BanBnXkFtZTYwODYwNDA5._V1_FMjpg_UX339_.jpg,James Gray,James Gray|Matt Reeves,Mark Wahlberg|Joaquin Phoenix|Charlize Theron
42418,Le Nouveau Monde,"The story of the English exploration of Virginia, and of the changing world and loves of Pocahontas.",Tous publics,"2h 15m",https://m.media-amazon.com/images/M/MV5BNzBjOTAxOGEtZGViMS00MGE2LWExNGEtNzU1MGVkM2M1YzlhXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_FMjpg_UY720_.jpg,Terrence Malick,Terrence Malick,Colin Farrell|Q'orianka Kilcher|Christopher Plummer
5015,À l'ombre de la haine,"After a family tragedy, a racist prison guard re-examines his attitudes while falling in love with the African-American wife of the last prisoner he executed.","12","1h 51m",https://m.media-amazon.com/images/M/MV5BZTU2OWRkMTctYmVkZi00ZWYyLThkYTItNTYxN2JkNWJhMjg4XkEyXkFqcGdeQXVyMTAzMDM4MjM0._V1_FMjpg_UX806_.jpg,Marc Forster,Milo Addica|Will Rokos,Billy Bob Thornton|Halle Berry|Taylor Simpson
113207,"Get on Up, James Brown: une épopée américaine",A chronicle of James Brown's rise from extreme poverty to become one of the most influential musicians in history.,Tous publics,"2h 19m",https://m.media-amazon.com/images/M/MV5BNjVmYzRkMGItYzJhZS00ZGNhLThhZTMtNzFiOTkwMDgwYmU1XkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_FMjpg_UX410_.jpg,Tate Taylor,Jez Butterworth|John-Henry Butterworth|Steven Baigelman,Chadwick Boseman|Nelsan Ellis|Dan Aykroyd
83613,Cowboys & Envahisseurs,"A spaceship arrives in 1873 Arizona to take over the Earth, starting with the Wild West region. All that stands in their way: a posse of cowboys and natives.",Tous publics,"1h 59m",https://m.media-amazon.com/images/M/MV5BYzRiZGUwNDEtMDQxMi00M2ZlLWFjMDItMmU4YTdlYTk1YTc0XkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_FMjpg_UY720_.jpg,Jon Favreau,Roberto Orci|Alex Kurtzman|Damon Lindelof,Daniel Craig|Harrison Ford|Olivia Wilde
76077,La machine à démonter le temps,"A malfunctioning time machine at a ski resort takes a man back to 1986 with his two friends and nephew, where they must relive a fateful night and not change anything to make sure the nephew is born.",R,"1h 39m",https://m.media-amazon.com/images/M/MV5BMWIzMGM3YjQtOGMzZi00NmNkLTgxNzYtYmEwOTM4OWNkYWQyXkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_FMjpg_UX1000_.jpg,Steve Pink,Josh Heald|Sean Anders|John Morris,John Cusack|Rob Corddry|Craig Robinson
80969,Auprès de moi toujours,"The lives of three friends, from their early school days into young adulthood, when the reality of the world they live in comes knocking.",Tous publics,"1h 43m",https://m.media-amazon.com/images/M/MV5BMTM3NDQ1MjE2OF5BMl5BanBnXkFtZTcwNDIxNTk2Mw@@._V1_FMjpg_UX500_.jpg,Mark Romanek,Alex Garland|Kazuo Ishiguro,Keira Knightley|Carey Mulligan|Andrew Garfield
5721,L'élu,"In 1944, in Brooklyn, two Jewish kids become friends. One is from a very conservative family, and the other is more liberal. The issues of importance of tradition, parental expectations and the formation of Israel cause constant friction.",Tous publics,"1h 48m",https://m.media-amazon.com/images/M/MV5BNzc2ODI4ZTktNjM2Mi00OTc5LWIyOWMtMDk2ZTk4ZWRiMTBlXkEyXkFqcGdeQXVyMTMyNDU2NDcz._V1_FMjpg_UX886_.jpg,Jeremy Kagan,Chaim Potok|Edwin Gordon|Jeremy Kagan,Maximilian Schell|Rod Steiger|Robby Benson
67734,Adventureland - Job d'été à éviter,"In the summer of 1987, a college graduate takes a 'nowhere' job at his local amusement park, only to find it's the perfect course to get him prepared for the real world.",R,"1h 47m",https://m.media-amazon.com/images/M/MV5BMTI1NTYyMjA2N15BMl5BanBnXkFtZTcwNjU1OTA0Mg@@._V1_FMjpg_UX981_.jpg,Greg Mottola,Greg Mottola,Jesse Eisenberg|Kristen Stewart|Ryan Reynolds
5239,Rude Boy,A young British punk and roadie for The Clash navigates life in socially torn 1970s England.,Tous publics,"2h 13m",https://m.media-amazon.com/images/M/MV5BYjk1NTE0MmItMjY3MS00ODg5LTk2ZWQtOGEyYjNhOTZjNWNkXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_FMjpg_UX1152_.jpg,Jack Hazan|David Mingay,Ray Gange|David Mingay,Ray Gange|Joe Strummer|Mick Jones
81788,Les trois prochains jours,A married couple's life is turned upside down when the wife is accused of a murder.,Tous publics,"2h 13m",https://m.media-amazon.com/images/M/MV5BNjNlN2M5NmUtY2NjYS00NDVhLWFlMGQtMGY3NjJkNjNhZGQ0XkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_FMjpg_UX600_.jpg,Paul Haggis,Paul Haggis|Fred Cavayé|Guillaume Lemans,Russell Crowe|Elizabeth Banks|Liam Neeson
64501,Che - 2ème partie - Guerilla,"In 1967, Ernesto 'Che' Guevara leads a small partisan army to fight an ill-fated revolutionary guerrilla war in Bolivia, South America.",Tous publics,"2h 15m",https://m.media-amazon.com/images/M/MV5BMTY2NjAyODkwNV5BMl5BanBnXkFtZTcwODY1Mjk2Mg@@._V1_FMjpg_UX440_.jpg,Steven Soderbergh,Peter Buchman|Benjamin A. van der Veen|Ernesto 'Che' Guevara,Demián Bichir|Rodrigo Santoro|Benicio Del Toro
130576,Midnight Special,"A father and son go on the run, pursued by the government and a cult drawn to the child's special powers.",Tous publics,"1h 52m",https://m.media-amazon.com/images/M/MV5BZDYzYTBmNjUtNTZjZC00ZTY5LWJmNmQtNGYzYWU2ZTZhYWVjXkEyXkFqcGdeQXVyMTQyMTMwOTk0._V1_FMjpg_UX470_.jpg,Jeff Nichols,Jeff Nichols,Michael Shannon|Joel Edgerton|Kirsten Dunst
2851,Saturn 3,Two lovers stationed at a remote base in the asteroid belt of Saturn are intruded upon by an anal-retentive technocrat from Earth and his charge: a malevolent eight foot tall robot.,Tous publics,"1h 28m",https://m.media-amazon.com/images/M/MV5BYjZmM2VkNjgtYmM2OC00OWVhLTkyNjYtOGMzYzA3Mjc3ZDg5XkEyXkFqcGdeQXVyMzg2MzE2OTE@._V1_FMjpg_UY720_.jpg,Stanley Donen|John Barry,Martin Amis|John Barry,Farrah Fawcett|Kirk Douglas|Harvey Keitel
66798,La panthère rose 2,Insp. Jacques Clouseau teams up with a squad of International detectives who are just as bumbling as he is. Their mission: Stop a globe-trotting thief who specializes in stealing historical artifacts.,Tous publics,"1h 32m",https://m.media-amazon.com/images/M/MV5BN2RmODFjZmYtNzdkYy00Njc0LTg2ZGQtMGNlNjk3OGE4MTRjXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_FMjpg_UX687_.jpg,Harald Zwart,Scott Neustadter|Michael H. Weber|Steve Martin,Steve Martin|Jean Reno|Emily Mortimer
6850,En toute bonne foi,Fake faith healer Jonas Nightingale is stranded in a small town where he finds he can't fool all of the people all of the time.,PG-13,"1h 48m",https://m.media-amazon.com/images/M/MV5BY2ZlNzI5ZTYtZTNiYS00NzljLWIzMjktNjI4NGNkMjYyZTdlXkEyXkFqcGdeQXVyOTc5MDI5NjE@._V1_FMjpg_UX1000_.jpg,Richard Pearce,Janus Cercone,Steve Martin|Debra Winger|Lolita Davidovich
27731,Le Royaume des chats,"After helping a cat, a seventeen-year-old girl finds herself involuntarily engaged to a cat Prince in a magical world where her only hope of freedom lies with a dapper cat statuette come to life.",Tous publics,"1h 15m",https://m.media-amazon.com/images/M/MV5BOTFmN2U1Y2UtYjMxNy00Nzg1LWEwODUtNGE4MzQyZTIwOTljXkEyXkFqcGdeQXVyMTExNzQ3MzAw._V1_FMjpg_UX420_.jpg,Hiroyuki Morita,Aoi Hiiragi|Reiko Yoshida|Cindy Davis,Chizuru Ikewaki|Yoshihiko Hakamada|Aki Maeda
2554,Ces êtres venus d'ailleurs,"Six impossibly intelligent children from all over the world with dangerous psychic powers hide in a church in England after the military tries to experiment on them. Besieged, they warn the military to back off before carnage ensues.",Approved,"1h 29m",https://m.media-amazon.com/images/M/MV5BZmRjNTRjZWItYWU5MS00YzZkLTk4MjQtMTI2ZjQxZDA2NjBmXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_FMjpg_UX960_.jpg,Anton Leader,John Briley|John Wyndham,Ian Hendry|Alan Badel|Barbara Ferris
